id,source,created_at,collected_at,toxicity_score,category,annotator_id,gender,year_of_birth,education_level,annotator_type,age,background
5ec8590459714f5bb516f20ee528b9a3,YouTube,2020-05-04T23:35:14,2022-04-08T08:03:44.134767,0.7062,,,,,,,,
5ec8590459714f5bb516f20ee528b9a3,,,,,,126.0,Male,1997.0,High school,Contract worker,,
5ec8590459714f5bb516f20ee528b9a3,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
5ec8590459714f5bb516f20ee528b9a3,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c680e2a250ef413daeb3ba792ccd7ca6,Twitter,2022-03-27T03:59:10+00:00,2022-03-27T00:52:43.398462,0.9821,,,,,,,,
c680e2a250ef413daeb3ba792ccd7ca6,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c680e2a250ef413daeb3ba792ccd7ca6,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c680e2a250ef413daeb3ba792ccd7ca6,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
85ff7c6217e544f785428343b924a2b2,Twitter,2022-03-27T04:04:12+00:00,2022-03-27T00:52:43.398462,0.8598,,,,,,,,
85ff7c6217e544f785428343b924a2b2,,,,,,126.0,Male,1997.0,High school,Contract worker,,
85ff7c6217e544f785428343b924a2b2,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
85ff7c6217e544f785428343b924a2b2,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
6d21ef3764fd454f8d965bd5df5b4cc4,YouTube,2022-02-09T04:05:03,2022-04-08T08:03:44.134767,0.8675,,,,,,,,
6d21ef3764fd454f8d965bd5df5b4cc4,,,,,,126.0,Male,1997.0,High school,Contract worker,,
6d21ef3764fd454f8d965bd5df5b4cc4,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
6d21ef3764fd454f8d965bd5df5b4cc4,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
70c431df50c64b66a0fa9269622cfcd1,Twitter,2022-03-21T17:03:56+00:00,2022-03-27T00:52:43.398462,0.7189,,,,,,,,
70c431df50c64b66a0fa9269622cfcd1,,,,,,126.0,Male,1997.0,High school,Contract worker,,
70c431df50c64b66a0fa9269622cfcd1,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
70c431df50c64b66a0fa9269622cfcd1,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
215f2e575da14b04ab8227304d1667f3,Twitter,2022-03-27T02:30:40+00:00,2022-03-27T00:52:43.398462,0.86,,,,,,,,
215f2e575da14b04ab8227304d1667f3,,,,,,126.0,Male,1997.0,High school,Contract worker,,
215f2e575da14b04ab8227304d1667f3,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
215f2e575da14b04ab8227304d1667f3,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
24884bf7c6fa488d85b344ac84fda5c4,YouTube,2021-07-01T12:11:27,2022-04-08T17:22:24.692260,0.7189,,,,,,,,
24884bf7c6fa488d85b344ac84fda5c4,,,,,,126.0,Male,1997.0,High school,Contract worker,,
24884bf7c6fa488d85b344ac84fda5c4,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
24884bf7c6fa488d85b344ac84fda5c4,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
4ebe8cbbd2134e9ba3e0b21abffc42a1,Twitter,2022-03-25T00:29:46+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
4ebe8cbbd2134e9ba3e0b21abffc42a1,,,,,,126.0,Male,1997.0,High school,Contract worker,,
4ebe8cbbd2134e9ba3e0b21abffc42a1,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
4ebe8cbbd2134e9ba3e0b21abffc42a1,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
eb2964c3f97a4dd992c00fff2b9efd28,YouTube,2021-06-28T01:45:11,2022-04-08T17:22:24.692260,0.7189,,,,,,,,
eb2964c3f97a4dd992c00fff2b9efd28,,,,,,126.0,Male,1997.0,High school,Contract worker,,
eb2964c3f97a4dd992c00fff2b9efd28,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
eb2964c3f97a4dd992c00fff2b9efd28,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
d4d6d206146e4b4f9e4a7c81af70c614,YouTube,2022-03-28T03:15:04,2022-04-08T08:03:44.134767,0.7078,,,,,,,,
d4d6d206146e4b4f9e4a7c81af70c614,,,,,,126.0,Male,1997.0,High school,Contract worker,,
d4d6d206146e4b4f9e4a7c81af70c614,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
d4d6d206146e4b4f9e4a7c81af70c614,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
7f81f2c011154de59d054c517b1e057a,Twitter,2022-03-27T03:41:51+00:00,2022-03-27T00:52:43.398462,0.8224,,,,,,,,
7f81f2c011154de59d054c517b1e057a,,,,,,126.0,Male,1997.0,High school,Contract worker,,
7f81f2c011154de59d054c517b1e057a,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
7f81f2c011154de59d054c517b1e057a,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
0e781288354549019f326161a30f9010,YouTube,2022-02-09T20:56:57,2022-04-08T08:03:44.134767,0.8224,,,,,,,,
0e781288354549019f326161a30f9010,,,,,,126.0,Male,1997.0,High school,Contract worker,,
0e781288354549019f326161a30f9010,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
0e781288354549019f326161a30f9010,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
94439b7d85e749e1b8b662ac63bca601,YouTube,2021-06-29T02:04:07,2022-04-08T17:22:24.692260,0.8248,,,,,,,,
94439b7d85e749e1b8b662ac63bca601,,,,,,126.0,Male,1997.0,High school,Contract worker,,
94439b7d85e749e1b8b662ac63bca601,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
94439b7d85e749e1b8b662ac63bca601,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
f598ab093769461d825a982c71f5e9ce,YouTube,2010-07-07T14:56:11,2022-04-08T08:03:44.134767,0.9532,,,,,,,,
f598ab093769461d825a982c71f5e9ce,,,,,,126.0,Male,1997.0,High school,Contract worker,,
f598ab093769461d825a982c71f5e9ce,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
f598ab093769461d825a982c71f5e9ce,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
23810d0c5c2c4e5b80643bd618d5d120,YouTube,2020-05-04T14:07:36,2022-04-08T08:03:44.134767,0.9494,,,,,,,,
23810d0c5c2c4e5b80643bd618d5d120,,,,,,126.0,Male,1997.0,High school,Contract worker,,
23810d0c5c2c4e5b80643bd618d5d120,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
23810d0c5c2c4e5b80643bd618d5d120,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
32b48dd7626f497c8b7e46d9399f4d66,YouTube,2022-02-09T00:04:18,2022-04-08T08:03:44.134767,0.7899,,,,,,,,
32b48dd7626f497c8b7e46d9399f4d66,,,,,,126.0,Male,1997.0,High school,Contract worker,,
32b48dd7626f497c8b7e46d9399f4d66,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
32b48dd7626f497c8b7e46d9399f4d66,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
5897ac94ae044f7681cb4a836948bc7c,YouTube,2020-05-04T21:00:11,2022-04-08T08:03:44.134767,0.8605,,,,,,,,
5897ac94ae044f7681cb4a836948bc7c,,,,,,126.0,Male,1997.0,High school,Contract worker,,
5897ac94ae044f7681cb4a836948bc7c,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
5897ac94ae044f7681cb4a836948bc7c,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
e6e98b621a074acbb299b0c05fe09d2e,YouTube,2015-06-02T01:35:02,2022-04-08T08:03:44.134767,0.7154,,,,,,,,
e6e98b621a074acbb299b0c05fe09d2e,,,,,,126.0,Male,1997.0,High school,Contract worker,,
e6e98b621a074acbb299b0c05fe09d2e,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
e6e98b621a074acbb299b0c05fe09d2e,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
99f4758965d24cc2b1c735af447f2061,Twitter,2022-03-27T04:41:26+00:00,2022-03-27T00:52:43.398462,0.9821,,,,,,,,
99f4758965d24cc2b1c735af447f2061,,,,,,126.0,Male,1997.0,High school,Contract worker,,
99f4758965d24cc2b1c735af447f2061,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
99f4758965d24cc2b1c735af447f2061,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
664ffe0a7d774ee09b4102a838126147,ToLD-BR,2020-10-05T14:08:00,2022-02-13T09:45:06.185724,0.8605,,,,,,,,
664ffe0a7d774ee09b4102a838126147,,,,,,126.0,Male,1997.0,High school,Contract worker,,
664ffe0a7d774ee09b4102a838126147,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
664ffe0a7d774ee09b4102a838126147,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
36250b3d802941fcb0cf4c44758c4a34,YouTube,2010-07-08T04:20:02,2022-04-08T08:03:44.134767,0.9044,,,,,,,,
36250b3d802941fcb0cf4c44758c4a34,,,,,,126.0,Male,1997.0,High school,Contract worker,,
36250b3d802941fcb0cf4c44758c4a34,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
36250b3d802941fcb0cf4c44758c4a34,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
a5044f25b5e043d9b54f9bad35764d8c,YouTube,2020-05-04T01:50:25,2022-04-08T08:03:44.134767,0.7787,,,,,,,,
a5044f25b5e043d9b54f9bad35764d8c,,,,,,126.0,Male,1997.0,High school,Contract worker,,
a5044f25b5e043d9b54f9bad35764d8c,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
a5044f25b5e043d9b54f9bad35764d8c,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
d8fd3523fd0645da8b9ab919454a5c08,YouTube,2022-03-24T19:04:24,2022-04-08T08:03:44.134767,0.7196,,,,,,,,
d8fd3523fd0645da8b9ab919454a5c08,,,,,,126.0,Male,1997.0,High school,Contract worker,,
d8fd3523fd0645da8b9ab919454a5c08,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
d8fd3523fd0645da8b9ab919454a5c08,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
57ec679874184780ab6cf69d80504de8,Twitter,2022-03-26T02:20:13+00:00,2022-03-27T00:52:43.398462,0.8811,,,,,,,,
57ec679874184780ab6cf69d80504de8,,,,,,126.0,Male,1997.0,High school,Contract worker,,
57ec679874184780ab6cf69d80504de8,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
57ec679874184780ab6cf69d80504de8,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
7e05479f1e5f47fe8dd9580e8d64384a,Twitter,2022-03-24T02:49:40+00:00,2022-03-27T00:52:43.398462,0.8753,,,,,,,,
7e05479f1e5f47fe8dd9580e8d64384a,,,,,,126.0,Male,1997.0,High school,Contract worker,,
7e05479f1e5f47fe8dd9580e8d64384a,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
7e05479f1e5f47fe8dd9580e8d64384a,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
76cee82dec4b42d083d52a2fef03f376,YouTube,2022-02-08T21:34:28,2022-04-08T08:03:44.134767,0.8004,,,,,,,,
76cee82dec4b42d083d52a2fef03f376,,,,,,126.0,Male,1997.0,High school,Contract worker,,
76cee82dec4b42d083d52a2fef03f376,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
76cee82dec4b42d083d52a2fef03f376,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
38444767ca32429f8f493588554f8c7b,Twitter,2022-03-27T04:11:30+00:00,2022-03-27T00:52:43.398462,0.9102,,,,,,,,
38444767ca32429f8f493588554f8c7b,,,,,,126.0,Male,1997.0,High school,Contract worker,,
38444767ca32429f8f493588554f8c7b,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
38444767ca32429f8f493588554f8c7b,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
652cdcec1909402a87ccba1b5805c505,ToLD-BR,2020-10-05T14:08:00,2022-02-13T09:41:21.486888,0.9233,,,,,,,,
652cdcec1909402a87ccba1b5805c505,,,,,,126.0,Male,1997.0,High school,Contract worker,,
652cdcec1909402a87ccba1b5805c505,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
652cdcec1909402a87ccba1b5805c505,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
bd0e0de2d3564d7b9aef939b5577dc77,YouTube,2022-03-24T14:57:27,2022-04-08T08:03:44.134767,0.746,,,,,,,,
bd0e0de2d3564d7b9aef939b5577dc77,,,,,,126.0,Male,1997.0,High school,Contract worker,,
bd0e0de2d3564d7b9aef939b5577dc77,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
bd0e0de2d3564d7b9aef939b5577dc77,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
8cb3df2b62974be0ad6cebced737a672,YouTube,2020-06-24T21:57:51,2022-04-08T08:03:44.134767,0.7124,,,,,,,,
8cb3df2b62974be0ad6cebced737a672,,,,,,126.0,Male,1997.0,High school,Contract worker,,
8cb3df2b62974be0ad6cebced737a672,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
8cb3df2b62974be0ad6cebced737a672,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
ea990670066e4da8a8161e99a4b345ba,YouTube,2012-10-18T00:05:28,2022-04-08T08:03:44.134767,0.8998,,,,,,,,
ea990670066e4da8a8161e99a4b345ba,,,,,,126.0,Male,1997.0,High school,Contract worker,,
ea990670066e4da8a8161e99a4b345ba,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
ea990670066e4da8a8161e99a4b345ba,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
1007be6ce1fa4945bd70820b50480efa,YouTube,2011-12-02T17:51:06,2022-04-08T08:03:44.134767,0.7157,,,,,,,,
1007be6ce1fa4945bd70820b50480efa,,,,,,126.0,Male,1997.0,High school,Contract worker,,
1007be6ce1fa4945bd70820b50480efa,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
1007be6ce1fa4945bd70820b50480efa,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
b9b457ae437d40439c8708703f7f6029,ToLD-BR,2020-10-05T14:08:00,2022-02-13T09:12:36.723163,0.8675,,,,,,,,
b9b457ae437d40439c8708703f7f6029,,,,,,126.0,Male,1997.0,High school,Contract worker,,
b9b457ae437d40439c8708703f7f6029,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
b9b457ae437d40439c8708703f7f6029,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
2e70df24db5e4c9b9cba4db5a8f23769,YouTube,2022-02-09T01:30:03,2022-04-08T08:03:44.134767,0.8605,,,,,,,,
2e70df24db5e4c9b9cba4db5a8f23769,,,,,,126.0,Male,1997.0,High school,Contract worker,,
2e70df24db5e4c9b9cba4db5a8f23769,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
2e70df24db5e4c9b9cba4db5a8f23769,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
966e88604bda4fe3aa2dac9a3a3536a6,Twitter,2022-03-26T04:25:21+00:00,2022-03-27T00:52:43.398462,0.8224,,,,,,,,
966e88604bda4fe3aa2dac9a3a3536a6,,,,,,126.0,Male,1997.0,High school,Contract worker,,
966e88604bda4fe3aa2dac9a3a3536a6,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
966e88604bda4fe3aa2dac9a3a3536a6,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
fb860e0610934573a9abb812e49a9419,Twitter,2022-03-27T05:30:59+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
fb860e0610934573a9abb812e49a9419,,,,,,126.0,Male,1997.0,High school,Contract worker,,
fb860e0610934573a9abb812e49a9419,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
fb860e0610934573a9abb812e49a9419,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
9637492136034ab8939a2fe0b39c46c2,ToLD-BR,2020-10-05T14:08:00,2022-02-13T09:05:24.312565,0.8605,,,,,,,,
9637492136034ab8939a2fe0b39c46c2,,,,,,126.0,Male,1997.0,High school,Contract worker,,
9637492136034ab8939a2fe0b39c46c2,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
9637492136034ab8939a2fe0b39c46c2,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
0ae44ee2a75445d3b9053d9ca026ea9d,Twitter,2022-03-27T04:34:10+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
0ae44ee2a75445d3b9053d9ca026ea9d,,,,,,126.0,Male,1997.0,High school,Contract worker,,
0ae44ee2a75445d3b9053d9ca026ea9d,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
0ae44ee2a75445d3b9053d9ca026ea9d,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
92a8d8d95cc64338b20db996a373a29f,YouTube,2018-09-06T20:10:05,2022-04-08T08:03:44.134767,0.8675,,,,,,,,
92a8d8d95cc64338b20db996a373a29f,,,,,,126.0,Male,1997.0,High school,Contract worker,,
92a8d8d95cc64338b20db996a373a29f,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
92a8d8d95cc64338b20db996a373a29f,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
94e5bab0c83d4655bd54369814aeaee4,YouTube,2022-02-09T01:02:21,2022-04-08T08:03:44.134767,0.9298,,,,,,,,
94e5bab0c83d4655bd54369814aeaee4,,,,,,126.0,Male,1997.0,High school,Contract worker,,
94e5bab0c83d4655bd54369814aeaee4,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
94e5bab0c83d4655bd54369814aeaee4,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
5df5e6d5f802456dabe2f752eb29308d,YouTube,2021-06-28T13:13:23,2022-04-08T17:22:24.692260,0.8077,,,,,,,,
5df5e6d5f802456dabe2f752eb29308d,,,,,,126.0,Male,1997.0,High school,Contract worker,,
5df5e6d5f802456dabe2f752eb29308d,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
5df5e6d5f802456dabe2f752eb29308d,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
9ab11008c697409ab84cfc5f70690746,YouTube,2022-03-25T00:24:46,2022-04-08T08:03:44.134767,0.8493,,,,,,,,
9ab11008c697409ab84cfc5f70690746,,,,,,126.0,Male,1997.0,High school,Contract worker,,
9ab11008c697409ab84cfc5f70690746,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
9ab11008c697409ab84cfc5f70690746,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
af057df26af84d088d0ee5519565108f,Twitter,2022-03-27T04:50:46+00:00,2022-03-27T00:52:43.398462,0.7418,,,,,,,,
af057df26af84d088d0ee5519565108f,,,,,,126.0,Male,1997.0,High school,Contract worker,,
af057df26af84d088d0ee5519565108f,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
af057df26af84d088d0ee5519565108f,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
e6519bcd1e384b23a3df2f19f590890e,Twitter,2022-03-27T03:19:23+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
e6519bcd1e384b23a3df2f19f590890e,,,,,,126.0,Male,1997.0,High school,Contract worker,,
e6519bcd1e384b23a3df2f19f590890e,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
e6519bcd1e384b23a3df2f19f590890e,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
b902bf19b4854f37ab64997807392b5d,YouTube,2018-09-06T20:14:30,2022-04-08T08:03:44.134767,0.7426,,,,,,,,
b902bf19b4854f37ab64997807392b5d,,,,,,126.0,Male,1997.0,High school,Contract worker,,
b902bf19b4854f37ab64997807392b5d,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
b902bf19b4854f37ab64997807392b5d,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
0f282bbefcd4463e937d4ba41fbea082,Twitter,2022-03-27T01:23:14+00:00,2022-03-27T00:52:43.398462,0.8224,,,,,,,,
0f282bbefcd4463e937d4ba41fbea082,,,,,,126.0,Male,1997.0,High school,Contract worker,,
0f282bbefcd4463e937d4ba41fbea082,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
0f282bbefcd4463e937d4ba41fbea082,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
5b61590af0aa44efa47d0ec78c4f53d1,Twitter,2022-03-26T18:03:24+00:00,2022-03-27T00:52:43.398462,0.9489,,,,,,,,
5b61590af0aa44efa47d0ec78c4f53d1,,,,,,126.0,Male,1997.0,High school,Contract worker,,
5b61590af0aa44efa47d0ec78c4f53d1,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
5b61590af0aa44efa47d0ec78c4f53d1,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
4951e7c6c20e443f8b7b897c3bb92852,YouTube,2022-02-08T19:09:33,2022-04-08T08:03:44.134767,0.8675,,,,,,,,
4951e7c6c20e443f8b7b897c3bb92852,,,,,,126.0,Male,1997.0,High school,Contract worker,,
4951e7c6c20e443f8b7b897c3bb92852,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
4951e7c6c20e443f8b7b897c3bb92852,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
dde1789e3634435ebaac8780af92e908,Twitter,2022-03-27T04:42:41+00:00,2022-03-27T00:52:43.398462,0.7899,,,,,,,,
dde1789e3634435ebaac8780af92e908,,,,,,126.0,Male,1997.0,High school,Contract worker,,
dde1789e3634435ebaac8780af92e908,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
dde1789e3634435ebaac8780af92e908,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
7a357276ea01408981b6d7b54b54d61f,Twitter,2022-03-27T04:24:30+00:00,2022-03-27T00:52:43.398462,0.8971,,,,,,,,
7a357276ea01408981b6d7b54b54d61f,,,,,,126.0,Male,1997.0,High school,Contract worker,,
7a357276ea01408981b6d7b54b54d61f,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
7a357276ea01408981b6d7b54b54d61f,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
08687823999b496d9ba329061d55f668,YouTube,2011-11-23T03:09:35,2022-04-08T08:03:44.134767,0.8677,,,,,,,,
08687823999b496d9ba329061d55f668,,,,,,126.0,Male,1997.0,High school,Contract worker,,
08687823999b496d9ba329061d55f668,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
08687823999b496d9ba329061d55f668,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
bd3d2486bc244f72a005dae2ec6b16bd,Twitter,2022-03-26T19:51:33+00:00,2022-03-27T00:52:43.398462,0.9782,,,,,,,,
bd3d2486bc244f72a005dae2ec6b16bd,,,,,,126.0,Male,1997.0,High school,Contract worker,,
bd3d2486bc244f72a005dae2ec6b16bd,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
bd3d2486bc244f72a005dae2ec6b16bd,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
6a9d2eb14e0b427699ab8fa7d7e22797,Twitter,2022-03-27T04:34:21+00:00,2022-03-27T00:52:43.398462,0.7189,,,,,,,,
6a9d2eb14e0b427699ab8fa7d7e22797,,,,,,126.0,Male,1997.0,High school,Contract worker,,
6a9d2eb14e0b427699ab8fa7d7e22797,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
6a9d2eb14e0b427699ab8fa7d7e22797,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
89a7a9487cfe420b9ec72b5fd101c0fb,ToLD-BR,2020-10-05T14:08:00,2022-02-13T09:34:36.686955,0.8812,,,,,,,,
89a7a9487cfe420b9ec72b5fd101c0fb,,,,,,126.0,Male,1997.0,High school,Contract worker,,
89a7a9487cfe420b9ec72b5fd101c0fb,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
89a7a9487cfe420b9ec72b5fd101c0fb,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
53d49c24c63445ab909f48a03883dbbe,Twitter,2022-03-27T05:02:21+00:00,2022-03-27T00:52:43.398462,0.7967,,,,,,,,
53d49c24c63445ab909f48a03883dbbe,,,,,,126.0,Male,1997.0,High school,Contract worker,,
53d49c24c63445ab909f48a03883dbbe,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
53d49c24c63445ab909f48a03883dbbe,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
68daa050e578476abb330a62e5014876,YouTube,2020-05-03T19:33:47,2022-04-08T08:03:44.134767,0.8004,,,,,,,,
68daa050e578476abb330a62e5014876,,,,,,126.0,Male,1997.0,High school,Contract worker,,
68daa050e578476abb330a62e5014876,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
68daa050e578476abb330a62e5014876,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
1582232139d94adfa39dbeb83f7ac8ca,Twitter,2022-03-26T23:52:36+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
1582232139d94adfa39dbeb83f7ac8ca,,,,,,126.0,Male,1997.0,High school,Contract worker,,
1582232139d94adfa39dbeb83f7ac8ca,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
1582232139d94adfa39dbeb83f7ac8ca,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
bc19a56c4f4340e282b90407de326058,YouTube,2022-02-09T11:40:23,2022-04-08T08:03:44.134767,0.8605,,,,,,,,
bc19a56c4f4340e282b90407de326058,,,,,,126.0,Male,1997.0,High school,Contract worker,,
bc19a56c4f4340e282b90407de326058,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
bc19a56c4f4340e282b90407de326058,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
905bcbb9c8224cc39370fbafd2285338,Twitter,2022-03-27T05:41:02+00:00,2022-03-27T00:52:43.398462,0.8861,,,,,,,,
905bcbb9c8224cc39370fbafd2285338,,,,,,126.0,Male,1997.0,High school,Contract worker,,
905bcbb9c8224cc39370fbafd2285338,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
905bcbb9c8224cc39370fbafd2285338,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
138aabbb700243f09fe352bd119bf5f7,YouTube,2020-10-09T16:20:02,2022-04-08T08:03:44.134767,0.8675,,,,,,,,
138aabbb700243f09fe352bd119bf5f7,,,,,,126.0,Male,1997.0,High school,Contract worker,,
138aabbb700243f09fe352bd119bf5f7,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
138aabbb700243f09fe352bd119bf5f7,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
f166d946d2844f11a55e8dc5789a8009,YouTube,2022-02-09T19:16:51,2022-04-08T08:03:44.134767,0.909,,,,,,,,
f166d946d2844f11a55e8dc5789a8009,,,,,,126.0,Male,1997.0,High school,Contract worker,,
f166d946d2844f11a55e8dc5789a8009,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
f166d946d2844f11a55e8dc5789a8009,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
19b5b22992034844a32351830b463310,YouTube,2022-02-12T06:09:47,2022-04-08T08:03:44.134767,0.9062,,,,,,,,
19b5b22992034844a32351830b463310,,,,,,126.0,Male,1997.0,High school,Contract worker,,
19b5b22992034844a32351830b463310,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
19b5b22992034844a32351830b463310,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
